transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0066404,V00393,2024-07-03,Expense,9.63,USD,1010,Retained Earnings,Transaction for V00393,Pending,INV444474,,
TXN0066405,V00053,2025-09-29,Credit Memo,12.23,USD,1021,Marketing,Transaction for V00053,Rejected,,REF61200,
TXN0066406,V00178,2023-09-25,Invoice,89.4,USD,1009,Common Stock,Transaction for V00178,Pending,INV303139,REF90049,
TXN0066407,V00416,2023-01-21,Refund,239.07,USD,1018,Utilities,Transaction for V00416,Pending,INV673301,,
TXN0066408,V00235,2025-05-15,Credit Memo,174.09,USD,1011,Additional Paid-in Capital,Transaction for V00235,Completed,,,
TXN0066409,V00150,2023-11-21,Payment,1718.84,USD,1013,Service Revenue,Transaction for V00150,Completed,INV958363,REF75167,
TXN0066410,V00022,2024-01-10,Credit Memo,4291.29,USD,1000,Cash,Transaction for V00022,Hold,INV476443,REF34752,Data quality issue
TXN0066411,V00360,2023-11-06,Credit Memo,486.3,USD,1016,Salaries & Wages,Transaction for V00360,Pending,,REF21134,
TXN0066412,V00448,2024-07-08,Invoice,177.53,USD,1031,Software Licenses,Transaction for V00448,Rejected,INV423469,REF14527,
TXN0066413,V00396,2024-04-10,Invoice,243.47,USD,1016,Salaries & Wages,Transaction for V00396,Hold,INV781324,,
TXN0066414,V00313,2024-08-07,Refund,464.59,USD,1025,Depreciation,Transaction for V00313,Completed,,REF85576,
TXN0066415,V00140,2023-10-30,Credit Memo,3636.55,USD,1023,Insurance,Transaction for V00140,Pending,INV730943,REF93782,
TXN0066416,V00116,2024-10-28,Expense,112.5,USD,1031,Software Licenses,Transaction for V00116,Hold,INV458792,REF19360,
TXN0066417,V00282,2024-10-16,Invoice,156.42,USD,1028,Benefits,Transaction for V00282,Completed,INV821513,REF29604,
TXN0066418,V00324,2024-06-04,Refund,273.22,USD,1017,Rent,Transaction for V00324,Hold,INV337892,,
TXN0066419,V00323,2025-09-20,Refund,382.97,USD,1019,Office Supplies,Transaction for V00323,Pending,INV574060,REF53363,
TXN0066420,V00120,2023-02-17,Payment,259.33,USD,1029,Shipping & Logistics,Transaction for V00120,Completed,INV564202,,
TXN0066421,V00548,2025-12-26,Credit Memo,290.05,USD,1001,Accounts Receivable,Transaction for V00548,Rejected,INV449558,REF42446,
TXN0066422,V00188,2024-03-17,Payment,73.42,USD,1026,Vendor Payments,Transaction for V00188,Rejected,INV659073,REF48890,
TXN0066423,V00251,2025-07-22,Credit Memo,61.92,USD,1010,Retained Earnings,Transaction for V00251,Rejected,INV185550,REF87963,
TXN0066424,V00127,2023-06-22,Credit Memo,68.47,USD,1005,Accounts Payable,Transaction for V00127,Rejected,,REF38940,
TXN0066425,V00369,2023-02-14,Credit Memo,39.27,USD,1029,Shipping & Logistics,Transaction for V00369,Hold,INV283380,REF56561,
TXN0066426,V00426,2025-04-10,Credit Memo,451.16,USD,1022,Maintenance,Transaction for V00426,Pending,,REF36138,
TXN0066427,V00332,2024-08-31,Payment,310.13,USD,1013,Service Revenue,Transaction for V00332,Completed,INV301692,REF36171,
TXN0066428,V00547,2024-08-15,Payment,544.05,USD,1005,Accounts Payable,Transaction for V00547,Completed,INV980527,REF82767,
TXN0066429,V00282,2023-12-06,Credit Memo,921.36,USD,1028,Benefits,Transaction for V00282,Hold,INV602675,REF44659,
TXN0066430,V00306,2023-01-13,Invoice,32.21,USD,1008,Accrued Expenses,Transaction for V00306,Rejected,INV354360,REF80104,
TXN0066431,V00113,2025-02-15,Invoice,398.29,USD,1022,Maintenance,Transaction for V00113,Rejected,INV987643,,Data quality issue
TXN0066432,V00192,2024-11-03,Expense,794.53,USD,1013,Service Revenue,Transaction for V00192,Rejected,,REF42192,
TXN0066433,V00061,2023-10-25,Payment,9.98,USD,1027,Payroll Tax,Transaction for V00061,Hold,,REF38136,
TXN0066434,V00228,2025-07-08,Invoice,69.73,USD,1004,Prepaid Expenses,Transaction for V00228,Completed,INV623222,REF86113,Data quality issue
TXN0066435,V00417,2023-01-15,Credit Memo,128.82,USD,1026,Vendor Payments,Transaction for V00417,Rejected,INV867177,REF81183,
TXN0066436,V00419,2023-06-15,Invoice,242.09,USD,1002,Inventory,Transaction for V00419,Rejected,INV655153,,
TXN0066437,V00087,2023-01-14,Invoice,52.76,USD,1008,Accrued Expenses,Transaction for V00087,Hold,,REF87129,Data quality issue
TXN0066438,V00396,2024-01-09,Credit Memo,12.73,USD,1003,Equipment,Transaction for V00396,Completed,,REF57217,
TXN0066439,V00171,2025-05-15,Invoice,3255.58,USD,1004,Prepaid Expenses,Transaction for V00171,Pending,INV316891,,
TXN0066440,V00397,2024-05-30,Credit Memo,14.44,USD,1030,Research & Development,Transaction for V00397,Completed,,REF14902,
TXN0066441,V00426,2023-03-28,Payment,73.74,USD,1023,Insurance,Transaction for V00426,Rejected,INV787753,REF64755,
TXN0066442,V00127,2024-03-01,Credit Memo,274.53,USD,1006,Short-term Debt,Transaction for V00127,Completed,,REF78848,
TXN0066443,V00116,2025-05-25,Refund,127.38,USD,1011,Additional Paid-in Capital,Transaction for V00116,Pending,,REF59018,
TXN0066444,V00534,2023-02-16,Payment,17.26,USD,1019,Office Supplies,Transaction for V00534,Rejected,,REF84140,
TXN0066445,V00353,2025-12-29,Payment,505.7,USD,1023,Insurance,Transaction for V00353,Completed,,,
TXN0066446,V00120,2025-04-25,Credit Memo,399.48,USD,1010,Retained Earnings,Transaction for V00120,Completed,,REF34503,
TXN0066447,V00123,2024-08-07,Refund,62.83,USD,1021,Marketing,Transaction for V00123,Hold,INV685593,,
TXN0066448,V00462,2024-06-06,Credit Memo,33.52,USD,1007,Long-term Debt,Transaction for V00462,Hold,,,
TXN0066449,V00506,2025-07-28,Invoice,781.19,USD,1010,Retained Earnings,Transaction for V00506,Hold,INV222321,REF74885,Data quality issue
TXN0066450,V00323,2024-05-17,Refund,10327.34,USD,1023,Insurance,Transaction for V00323,Pending,INV549254,REF80921,
TXN0066451,V00254,2024-08-30,Refund,47.06,USD,1015,Consulting,Transaction for V00254,Rejected,INV309340,,
TXN0066452,V00110,2025-08-03,Expense,2857.2,USD,1004,Prepaid Expenses,Transaction for V00110,Completed,INV705242,REF64143,
TXN0066453,V00390,2025-01-17,Payment,3681.05,USD,1015,Consulting,Transaction for V00390,Hold,,REF79035,
TXN0066454,V00345,2023-12-19,Payment,543.92,USD,1005,Accounts Payable,Transaction for V00345,Completed,INV407476,,
TXN0066455,V00394,2023-11-10,Invoice,281.32,USD,1008,Accrued Expenses,Transaction for V00394,Pending,,REF69659,
TXN0066456,V00087,2023-10-13,Expense,3339.96,USD,1023,Insurance,Transaction for V00087,Rejected,INV281397,REF40895,
TXN0066457,V00254,2025-04-15,Credit Memo,210.78,USD,1017,Rent,Transaction for V00254,Hold,INV191042,,
TXN0066458,V00534,2023-06-09,Expense,2039.7,USD,1002,Inventory,Transaction for V00534,Hold,INV476103,REF59500,
TXN0066459,V00499,2024-02-29,Invoice,480.79,USD,1005,Accounts Payable,Transaction for V00499,Pending,INV847029,,
TXN0066460,V00280,2025-12-11,Payment,336.72,USD,1018,Utilities,Transaction for V00280,Hold,INV733149,REF18464,
TXN0066461,V00548,2023-05-02,Invoice,2006.57,USD,1012,Product Sales,Transaction for V00548,Pending,INV200528,REF42576,
TXN0066462,V00116,2024-06-15,Credit Memo,553.69,USD,1025,Depreciation,Transaction for V00116,Pending,INV641257,REF51430,
TXN0066463,V00504,2025-10-18,Credit Memo,371.06,USD,1030,Research & Development,Transaction for V00504,Hold,INV947129,REF53359,
TXN0066464,V00191,2023-05-23,Expense,166.68,USD,1009,Common Stock,Transaction for V00191,Pending,INV327106,,Data quality issue
TXN0066465,V00290,2023-12-23,Invoice,183.61,USD,1024,Professional Services,Transaction for V00290,Rejected,,REF99322,
TXN0066466,V00478,2023-10-30,Credit Memo,6063.35,USD,1003,Equipment,Transaction for V00478,Completed,INV299267,REF21539,
TXN0066467,V00230,2023-07-10,Payment,181.28,USD,1019,Office Supplies,Transaction for V00230,Rejected,INV399156,,Data quality issue
TXN0066468,V00385,2025-12-05,Payment,3285.85,USD,1022,Maintenance,Transaction for V00385,Rejected,INV853196,REF17443,
TXN0066469,V00022,2024-06-06,Invoice,1330.49,USD,1017,Rent,Transaction for V00022,Hold,INV290154,REF90505,
TXN0066470,V00462,2024-02-01,Invoice,64.34,USD,1030,Research & Development,Transaction for V00462,Pending,INV519987,,
TXN0066471,V00335,2024-10-03,Expense,9.86,USD,1029,Shipping & Logistics,Transaction for V00335,Completed,INV391506,REF89143,
TXN0066472,V00251,2025-03-29,Invoice,201.78,USD,1003,Equipment,Transaction for V00251,Pending,INV931733,REF92483,Data quality issue
TXN0066473,V00087,2023-07-17,Invoice,192.29,USD,1001,Accounts Receivable,Transaction for V00087,Pending,INV285682,REF13312,
TXN0066474,V00313,2023-02-11,Payment,12779.91,USD,1027,Payroll Tax,Transaction for V00313,Completed,INV140091,REF39163,
TXN0066475,V00017,2025-10-26,Expense,420.5,USD,1012,Product Sales,Transaction for V00017,Hold,INV218331,REF66589,Data quality issue
TXN0066476,V00127,2023-05-01,Invoice,4266.11,USD,1009,Common Stock,Transaction for V00127,Rejected,INV133369,REF83701,
TXN0066477,V00302,2023-01-21,Expense,219826.11,USD,1018,Utilities,Transaction for V00302,Rejected,INV179172,,
TXN0066478,V00108,2025-12-02,Payment,871.31,USD,1009,Common Stock,Transaction for V00108,Pending,INV976117,REF51815,
TXN0066479,V00278,2024-01-08,Payment,1616.29,USD,1017,Rent,Transaction for V00278,Rejected,INV849764,REF99398,
TXN0066480,V00534,2025-01-30,Invoice,495.92,USD,1030,Research & Development,Transaction for V00534,Hold,INV164699,REF11223,
TXN0066481,V00121,2025-09-26,Expense,674.78,USD,1003,Equipment,Transaction for V00121,Pending,INV197332,REF15255,
TXN0066482,V00016,2024-02-03,Credit Memo,1231.08,USD,1029,Shipping & Logistics,Transaction for V00016,Completed,,REF83943,
TXN0066483,V00141,2025-07-22,Credit Memo,673.27,USD,1009,Common Stock,Transaction for V00141,Pending,INV318347,,
TXN0066484,V00510,2023-04-09,Refund,30.75,USD,1020,Travel,Transaction for V00510,Rejected,INV644838,,
TXN0066485,V00108,2023-10-09,Refund,192.06,USD,1031,Software Licenses,Transaction for V00108,Pending,INV325617,,
TXN0066486,V00217,2025-04-15,Credit Memo,2243.2,USD,1020,Travel,Transaction for V00217,Rejected,,REF10101,
TXN0066487,V00429,2023-11-17,Expense,2490.89,USD,1026,Vendor Payments,Transaction for V00429,Completed,,REF58449,
TXN0066488,V00282,2025-02-28,Expense,959.67,USD,1028,Benefits,Transaction for V00282,Pending,INV329257,REF33633,
TXN0066489,V00040,2024-01-02,Invoice,232.12,USD,1020,Travel,Transaction for V00040,Completed,INV830321,,
TXN0066490,V00135,2024-08-18,Expense,239.01,USD,1007,Long-term Debt,Transaction for V00135,Hold,INV913274,REF24537,
TXN0066491,V00188,2023-10-13,Refund,1444.71,USD,1001,Accounts Receivable,Transaction for V00188,Rejected,INV638684,,
TXN0066492,V00142,2024-10-21,Payment,3389.98,USD,1001,Accounts Receivable,Transaction for V00142,Rejected,INV431505,,
TXN0066493,V00122,2024-01-28,Expense,144.87,USD,1016,Salaries & Wages,Transaction for V00122,Hold,INV510994,REF26832,
TXN0066494,V00177,2025-09-07,Invoice,140.17,USD,1026,Vendor Payments,Transaction for V00177,Rejected,INV326229,REF27456,
TXN0066495,V00115,2024-11-23,Expense,237.34,USD,1026,Vendor Payments,Transaction for V00115,Completed,INV797751,,
TXN0066496,V00499,2025-08-29,Refund,86.92,USD,1024,Professional Services,Transaction for V00499,Pending,INV609274,,
TXN0066497,V00226,2023-08-20,Refund,841.06,USD,1006,Short-term Debt,Transaction for V00226,Pending,INV827311,REF57726,Data quality issue
TXN0066498,V00378,2025-05-29,Refund,1540.68,USD,1017,Rent,Transaction for V00378,Completed,,,
TXN0066499,V00218,2025-09-16,Invoice,194.0,USD,1005,Accounts Payable,Transaction for V00218,Hold,INV672118,REF27797,
TXN0066500,V00457,2023-01-22,Credit Memo,8363.29,USD,1025,Depreciation,Transaction for V00457,Rejected,,REF61740,
TXN0066501,V00519,2024-06-13,Payment,717.24,USD,1031,Software Licenses,Transaction for V00519,Rejected,INV368151,REF14410,
TXN0066502,V00061,2023-09-15,Invoice,1842.81,USD,1019,Office Supplies,Transaction for V00061,Pending,INV527590,REF53134,
TXN0066503,V00534,2024-11-14,Credit Memo,318.09,USD,1022,Maintenance,Transaction for V00534,Completed,INV556252,REF37682,
TXN0066504,V00499,2025-01-31,Invoice,783.99,USD,1027,Payroll Tax,Transaction for V00499,Hold,,REF99679,
TXN0066505,V00537,2024-05-21,Expense,8004.34,USD,1021,Marketing,Transaction for V00537,Hold,INV683857,REF71018,
TXN0066506,V00478,2023-11-24,Credit Memo,58.56,USD,1023,Insurance,Transaction for V00478,Pending,INV904610,REF14349,
TXN0066507,V00294,2025-12-23,Payment,8073.2,USD,1020,Travel,Transaction for V00294,Hold,,REF73895,
TXN0066508,V00465,2024-03-10,Credit Memo,407.96,USD,1009,Common Stock,Transaction for V00465,Hold,INV253297,,
TXN0066509,V00444,2024-11-07,Expense,5961.43,USD,1029,Shipping & Logistics,Transaction for V00444,Hold,INV291514,REF39069,
TXN0066510,V00366,2025-03-27,Credit Memo,87.81,USD,1025,Depreciation,Transaction for V00366,Completed,,REF62495,
TXN0066511,V00548,2025-09-08,Expense,929.82,USD,1009,Common Stock,Transaction for V00548,Completed,INV826141,,Data quality issue
TXN0066512,V00280,2025-05-02,Refund,60.74,USD,1017,Rent,Transaction for V00280,Completed,INV196278,,
TXN0066513,V00218,2023-12-12,Credit Memo,7749.72,USD,1001,Accounts Receivable,Transaction for V00218,Pending,INV526861,REF86840,
TXN0066514,V00135,2023-10-21,Expense,11.69,USD,1025,Depreciation,Transaction for V00135,Hold,INV135518,REF44752,
TXN0066515,V00153,2025-05-09,Payment,1793.35,USD,1020,Travel,Transaction for V00153,Rejected,INV430788,REF41651,
TXN0066516,V00377,2023-10-09,Invoice,302.94,USD,1006,Short-term Debt,Transaction for V00377,Hold,INV822899,,
TXN0066517,V00419,2024-02-12,Invoice,5.04,USD,1024,Professional Services,Transaction for V00419,Completed,INV203523,REF61026,
TXN0066518,V00138,2024-09-14,Credit Memo,229.1,USD,1010,Retained Earnings,Transaction for V00138,Hold,INV588558,REF24334,
TXN0066519,V00192,2025-11-07,Refund,137.25,USD,1010,Retained Earnings,Transaction for V00192,Hold,INV346458,REF48335,
TXN0066520,V00431,2025-07-03,Invoice,161.52,USD,1022,Maintenance,Transaction for V00431,Rejected,INV655662,,
TXN0066521,V00390,2025-02-02,Invoice,79.47,USD,1000,Cash,Transaction for V00390,Rejected,INV638705,REF84907,
TXN0066522,V00444,2025-05-02,Payment,707.05,USD,1025,Depreciation,Transaction for V00444,Completed,INV224180,REF53806,
TXN0066523,V00178,2023-07-28,Payment,103.26,USD,1011,Additional Paid-in Capital,Transaction for V00178,Rejected,,,
TXN0066524,V00192,2023-09-03,Payment,464.16,USD,1011,Additional Paid-in Capital,Transaction for V00192,Hold,INV559451,,
TXN0066525,V00398,2023-09-16,Payment,48.54,USD,1006,Short-term Debt,Transaction for V00398,Completed,INV166876,REF70222,
TXN0066526,V00502,2025-02-05,Payment,28.99,USD,1024,Professional Services,Transaction for V00502,Completed,INV820517,REF88193,
TXN0066527,V00235,2025-06-10,Payment,123.92,USD,1017,Rent,Transaction for V00235,Rejected,,REF41557,
TXN0066528,V00429,2025-02-06,Invoice,112.4,USD,1025,Depreciation,Transaction for V00429,Pending,INV204225,REF69711,
TXN0066529,V00294,2024-04-02,Invoice,3544.16,USD,1016,Salaries & Wages,Transaction for V00294,Hold,INV295671,REF97918,
TXN0066530,V00296,2023-07-25,Invoice,9657.29,USD,1021,Marketing,Transaction for V00296,Completed,INV646024,REF49630,Data quality issue
TXN0066531,V00416,2023-04-01,Credit Memo,92.64,USD,1013,Service Revenue,Transaction for V00416,Hold,,REF91531,
TXN0066532,V00537,2024-03-05,Payment,226.68,USD,1017,Rent,Transaction for V00537,Hold,INV867798,REF46420,
TXN0066533,V00369,2023-09-22,Invoice,14.65,USD,1028,Benefits,Transaction for V00369,Pending,,REF53565,
TXN0066534,V00153,2025-11-01,Invoice,1780.49,USD,1020,Travel,Transaction for V00153,Pending,,REF86771,
TXN0066535,V00537,2023-05-07,Payment,12112.41,USD,1029,Shipping & Logistics,Transaction for V00537,Rejected,INV572132,REF14456,
TXN0066536,V00225,2025-01-11,Credit Memo,641.9,USD,1008,Accrued Expenses,Transaction for V00225,Hold,INV285689,REF31009,Data quality issue
TXN0066537,V00321,2024-12-30,Credit Memo,158.06,USD,1003,Equipment,Transaction for V00321,Hold,INV263810,,
TXN0066538,V00195,2023-02-11,Payment,431.91,USD,1022,Maintenance,Transaction for V00195,Hold,INV160224,,
TXN0066539,V00228,2024-03-26,Payment,315.33,USD,1009,Common Stock,Transaction for V00228,Pending,INV734683,REF44375,
TXN0066540,V00140,2024-01-13,Credit Memo,789.34,USD,1022,Maintenance,Transaction for V00140,Rejected,INV479051,,
TXN0066541,V00121,2024-12-09,Credit Memo,2102.68,USD,1014,Subscription Revenue,Transaction for V00121,Pending,,REF56713,
TXN0066542,V00531,2025-03-14,Expense,1361.88,USD,1003,Equipment,Transaction for V00531,Rejected,INV641704,REF13880,Data quality issue
TXN0066543,V00200,2023-03-24,Refund,11131.76,USD,1029,Shipping & Logistics,Transaction for V00200,Rejected,INV844079,,
TXN0066544,V00547,2025-11-13,Invoice,3151.05,USD,1006,Short-term Debt,Transaction for V00547,Pending,INV496182,,
TXN0066545,V00442,2023-12-03,Expense,761.16,USD,1009,Common Stock,Transaction for V00442,Rejected,INV929373,REF96595,
TXN0066546,V00378,2023-12-17,Refund,156.72,USD,1017,Rent,Transaction for V00378,Hold,INV519054,REF71228,
TXN0066547,V00086,2025-07-20,Refund,3793.17,USD,1010,Retained Earnings,Transaction for V00086,Rejected,INV565091,,
TXN0066548,V00223,2023-03-22,Expense,4915.27,USD,1026,Vendor Payments,Transaction for V00223,Hold,INV640530,REF17505,
TXN0066549,V00218,2023-04-11,Expense,432.74,USD,1012,Product Sales,Transaction for V00218,Completed,,REF44870,Data quality issue
TXN0066550,V00043,2023-07-06,Credit Memo,81.37,USD,1008,Accrued Expenses,Transaction for V00043,Completed,INV429092,REF40891,
TXN0066551,V00179,2023-05-21,Invoice,69.0,USD,1020,Travel,Transaction for V00179,Hold,INV289643,,
TXN0066552,V00378,2023-11-12,Payment,828.02,USD,1030,Research & Development,Transaction for V00378,Hold,INV798764,REF29568,Data quality issue
TXN0066553,V00476,2024-01-02,Expense,1021.29,USD,1030,Research & Development,Transaction for V00476,Hold,INV926721,REF75405,
TXN0066554,V00005,2025-06-23,Invoice,303.04,USD,1005,Accounts Payable,Transaction for V00005,Rejected,INV280869,REF73050,
TXN0066555,V00442,2023-10-31,Payment,36.83,USD,1004,Prepaid Expenses,Transaction for V00442,Rejected,INV269379,,
TXN0066556,V00140,2024-03-06,Expense,2013.22,USD,1006,Short-term Debt,Transaction for V00140,Rejected,INV238157,REF76888,
TXN0066557,V00444,2024-08-11,Expense,574.32,USD,1009,Common Stock,Transaction for V00444,Completed,INV498584,REF22803,
TXN0066558,V00398,2023-08-03,Invoice,2746.89,USD,1003,Equipment,Transaction for V00398,Hold,INV184785,,
TXN0066559,V00342,2024-04-14,Invoice,77.66,USD,1030,Research & Development,Transaction for V00342,Pending,INV549820,REF73201,
TXN0066560,V00527,2023-11-06,Payment,96.67,USD,1018,Utilities,Transaction for V00527,Hold,INV869660,,
TXN0066561,V00023,2024-03-29,Payment,675.14,USD,1002,Inventory,Transaction for V00023,Rejected,,REF12586,
TXN0066562,V00448,2025-03-26,Invoice,1374.01,USD,1003,Equipment,Transaction for V00448,Rejected,INV402688,,Data quality issue
TXN0066563,V00120,2023-07-23,Payment,153.05,USD,1016,Salaries & Wages,Transaction for V00120,Completed,INV436049,,
TXN0066564,V00383,2024-05-13,Invoice,7632.88,USD,1002,Inventory,Transaction for V00383,Completed,INV360043,REF63197,
TXN0066565,V00282,2025-02-18,Payment,258.43,USD,1015,Consulting,Transaction for V00282,Rejected,INV446571,REF61803,
TXN0066566,V00280,2025-04-13,Refund,4412.23,USD,1022,Maintenance,Transaction for V00280,Rejected,INV293042,REF24768,
TXN0066567,V00504,2024-01-02,Expense,43.39,USD,1024,Professional Services,Transaction for V00504,Pending,INV194103,REF93876,
TXN0066568,V00279,2023-07-24,Expense,183.35,USD,1014,Subscription Revenue,Transaction for V00279,Hold,INV144041,REF91896,
